"pc","list_position","x"
"0101161 - Sarak e Awal Mosque - 101161",21,"#pc > option:nth-child(21)"
"0101162 - Shahrak e Telayee Mosque - 101162",22,"#pc > option:nth-child(22)"
"0101163 - Shaheed Abdul Sabour Fareed School - 101163",23,"#pc > option:nth-child(23)"
"0101164 - Abdul Rahim Ghafourzai High School - 101164",24,"#pc > option:nth-child(24)"
"0101165 - Amena Fidawi Girls High School - 101165",25,"#pc > option:nth-child(25)"
"0101166 - Tapah e Balkh Mosque - 101166",26,"#pc > option:nth-child(26)"
"0101167 - Ustad Betab High School - 101167",27,"#pc > option:nth-child(27)"
"0101168 - Ashab e Keram Mosque - 101168",28,"#pc > option:nth-child(28)"
"0101169 - Qalla e Hashmat Khan High School - 101169",29,"#pc > option:nth-child(29)"
"0101170 - Qalla e Hashmat Khan Secondary School - 101170",30,"#pc > option:nth-child(30)"
"0101171 - Ilhaqya no.1 Abdul Hai Habibi High School - 101171",31,"#pc > option:nth-child(31)"
"0101172 - Noor Mohammad Mosque - 101172",1,"#pc > option:nth-child(1)"
"0101173 - Paktya Kot Secondary School - 101173",2,"#pc > option:nth-child(2)"
"0101174 - Ali Ahmad Khan Popal High School - 101174",3,"#pc > option:nth-child(3)"
"0101175 - Qabil Bye High School - 101175",4,"#pc > option:nth-child(4)"
"0101176 - Khwaja Rawash Secondary School - 101176",5,"#pc > option:nth-child(5)"
"0101177 - Laghmani Ha Mosque - 101177",6,"#pc > option:nth-child(6)"
"0101178 - Block Awal Reyasat Hawa Shinasi (Block no. 1 Mete* - 101178",7,"#pc > option:nth-child(7)"
"0101179 - Mansour Halaaj Mosque - 101179",8,"#pc > option:nth-child(8)"
"0101180 - Shaheed Sardar Mohammad Daud Khan Mosque - 101180",9,"#pc > option:nth-child(9)"
"0101181 - IT and Telecommunications Institute - 101181",10,"#pc > option:nth-child(10)"
"0101182 - Hazrat Mohammad Mustafa Mosque - 101182",11,"#pc > option:nth-child(11)"
"0101183 - Al Fatah High School - 101183",12,"#pc > option:nth-child(12)"
"0101184 - Haji Abdul Qadeer High School - 101184",13,"#pc > option:nth-child(13)"
"0101185 - Abul Qasem Firdousi High School - 101185",14,"#pc > option:nth-child(14)"
"0101186 - Bibi Mahro Boys High School - 101186",15,"#pc > option:nth-child(15)"
"0101187 - Abdul Hadi Dawi High School - 101187",16,"#pc > option:nth-child(16)"
"0101188 - Shash Darak Sharqi Jame Mosque - 101188",17,"#pc > option:nth-child(17)"
"0101189 - Setara High School - 101189",18,"#pc > option:nth-child(18)"
"0101190 - Ministry of Women Affairs - 101190",1,"#pc > option:nth-child(1)"
"0101191 - Moenyat Sewad Amozi (Deputy Ministry for Literacy) - 101191",2,"#pc > option:nth-child(2)"
"0101192 - Amani High School - 101192",3,"#pc > option:nth-child(3)"
"0101193 - Wazeer Akbar Khan Mosque - 101193",4,"#pc > option:nth-child(4)"
"0101194 - Ahmad Mujtaba Mosque - 101194",5,"#pc > option:nth-child(5)"
"0101195 - Jafari Mosque - 101195",6,"#pc > option:nth-child(6)"
"0101196 - Bibi Mahro Maidan Mosque - 101196",7,"#pc > option:nth-child(7)"
"0101197 - Bibi Mahro Girls High School - 101197",8,"#pc > option:nth-child(8)"
"0101198 - Aziz Afghan Secondary School - 101198",9,"#pc > option:nth-child(9)"
"0101199 - Hazrat Daoud Mosque - 101199",10,"#pc > option:nth-child(10)"
"0101200 - Qalla e Chaman Mosque - 101200",11,"#pc > option:nth-child(11)"
"0101201 - Shahrak Jame Mosque - 101201",12,"#pc > option:nth-child(12)"
"0101202 - Hazrat Omer Farouq Old Mosque - 101202",13,"#pc > option:nth-child(13)"
"0101203 - Hazrat Yousuf Mosque - 101203",14,"#pc > option:nth-child(14)"
"0101204 - Sayed Nezam Mosque - 101204",15,"#pc > option:nth-child(15)"
"0101205 - Shebari Ha Mosque - 101205",16,"#pc > option:nth-child(16)"
"0101206 - Khwaja Parsa e Wali Mosque - 101206",17,"#pc > option:nth-child(17)"
"0101207 - Mostafawi Mosque - 101207",18,"#pc > option:nth-child(18)"
"0101208 - Chahar Qalla e Wazir Abad Secondary School - 101208",19,"#pc > option:nth-child(19)"
"0101209 - Yadgar Mosque - 101209",20,"#pc > option:nth-child(20)"
"0101210 - Omer Farooq Mosque - 101210",21,"#pc > option:nth-child(21)"
"0101211 - Ahmad Khil Mosque - 101211",22,"#pc > option:nth-child(22)"
"0101212 - Mohammadia Mosque - 101212",23,"#pc > option:nth-child(23)"
"0101213 - Imam Abu Haneefa Mosque - 101213",24,"#pc > option:nth-child(24)"
"0101214 - Bibi Ruqia Mosque - 101214",25,"#pc > option:nth-child(25)"
"0101215 - Aljawad Jame Mosque - 101215",26,"#pc > option:nth-child(26)"
"0101216 - Post office infront of the clinic - 101216",27,"#pc > option:nth-child(27)"
"0101217 - Ibrahim Khalilullah Mosque - 101217",28,"#pc > option:nth-child(28)"
"0101218 - Sarak e Chahar Mosque - 101218",29,"#pc > option:nth-child(29)"
"0101219 - Hussainia Mosque - 101219",30,"#pc > option:nth-child(30)"
"0101220 - Masoud Saad Secondary School - 101220",31,"#pc > option:nth-child(31)"
"0101221 - Fatimia Mosque - 101221",32,"#pc > option:nth-child(32)"
"0101222 - Zarghoona Girls High School - 101222",33,"#pc > option:nth-child(33)"
"0101223 - Ahmad Shah Masoud High School - 101223",34,"#pc > option:nth-child(34)"
"0101554 - مکتب شهرک آریا - 101554",35,"#pc > option:nth-child(35)"
"0101224 - Secondary School no. 16 - 101224",1,"#pc > option:nth-child(1)"
"0101225 - Sayedul Naseri Boys High School - 101225",2,"#pc > option:nth-child(2)"
"0101226 - Sayedul Naseri Girls High School - 101226",3,"#pc > option:nth-child(3)"
"0101227 - Khairkhana Cinema - 101227",4,"#pc > option:nth-child(4)"
"0101228 - Makhfi Badakhshi High School - 101228",5,"#pc > option:nth-child(5)"
"0101229 - Ghulam Haider Khan High School - 101229",6,"#pc > option:nth-child(6)"
"0101230 - Abdul Ghafour Nadeem High School - 101230",7,"#pc > option:nth-child(7)"
"0101231 - Imam Zaman Jame Mosque - 101231",8,"#pc > option:nth-child(8)"
"0101232 - Zulaikha High School - 101232",9,"#pc > option:nth-child(9)"
"0101233 - Punj Sad Family Mosque - 101233",10,"#pc > option:nth-child(10)"
"0101234 - Abdul Qader Bedel High School - 101234",11,"#pc > option:nth-child(11)"
"0101235 - Ashab e Kahaf Mosque - 101235",12,"#pc > option:nth-child(12)"
"0101236 - Baba Adam Safiullah Mosque - 101236",13,"#pc > option:nth-child(13)"
"0101237 - Punj Peeran Mosque - 101237",14,"#pc > option:nth-child(14)"
"0101238 - Sadaat Secondary School - 101238",15,"#pc > option:nth-child(15)"
"0101239 - Purojha High School - 101239",16,"#pc > option:nth-child(16)"
"0101240 - Hazarah Baghal Secondary School - 101240",17,"#pc > option:nth-child(17)"
"0101241 - Quba Mosque - 101241",18,"#pc > option:nth-child(18)"
"0101242 - Abu Huraira Mosque - 101242",19,"#pc > option:nth-child(19)"
"0101243 - Khalilullah Khalili High School - 101243",20,"#pc > option:nth-child(20)"
"0101244 - Fateha Khana e Zanana - 101244",21,"#pc > option:nth-child(21)"
"0101245 - Bibi Hawa Secondary School - 101245",22,"#pc > option:nth-child(22)"
"0101246 - Anas Bin e Malik Mosque - 101246",23,"#pc > option:nth-child(23)"
"0101247 - Azad Khan High School - 101247",24,"#pc > option:nth-child(24)"
"0101248 - Bibi Sarwari Sangari High School - 101248",25,"#pc > option:nth-child(25)"
"0101249 - Mohammad Musa Shafiq High School - 101249",1,"#pc > option:nth-child(1)"
"0101250 - Abdul Raouf Benawa High School - 101250",2,"#pc > option:nth-child(2)"
"0101251 - Sidiqullah Reshteen High School - 101251",3,"#pc > option:nth-child(3)"
"0101252 - Abdul Qayoum Wardak High School - 101252",4,"#pc > option:nth-child(4)"
"0101253 - Ghulam Sediq High School - 101253",5,"#pc > option:nth-child(5)"
"0101254 - Ustad Ibrahim Khwakhogai Secondary School - 101254",6,"#pc > option:nth-child(6)"
"0101255 - Qalla e Jabar Khan Secondary School - 101255",7,"#pc > option:nth-child(7)"
"0101256 - Mohammad Akbar Khan Pamir Girls High School - 101256",8,"#pc > option:nth-child(8)"
"0101257 - Ghulam Mohammad Farhad High School - 101257",9,"#pc > option:nth-child(9)"
"0101258 - Ahmad Shah Baba Girls High School - 101258",10,"#pc > option:nth-child(10)"
"0101259 - Qeyamuddin Khadim High School - 101259",11,"#pc > option:nth-child(11)"
"0101260 - Bibi Aayesha Sediqa High School - 101260",12,"#pc > option:nth-child(12)"
"0101261 - Hazrat Ibrahim Khalilullah High School - 101261",13,"#pc > option:nth-child(13)"
"0101262 - Nawabad (Zan Abad) Secondary School - 101262",14,"#pc > option:nth-child(14)"
"0101555 - مسجد جامع امام ابوحنیفه - 101555",15,"#pc > option:nth-child(15)"
"0101556 - مسجد سفید - 101556",16,"#pc > option:nth-child(16)"
"0101263 - Shahrak Mahdia High School - 101263",1,"#pc > option:nth-child(1)"
"0101264 - Mohammadia Mosque - 101264",2,"#pc > option:nth-child(2)"
"0101265 - Imam Mahdi Mosque - 101265",3,"#pc > option:nth-child(3)"
"0101266 - Baqerul Uloom Mosque - 101266",4,"#pc > option:nth-child(4)"
"0101267 - Zainab Kubra Girls High School - 101267",5,"#pc > option:nth-child(5)"
"0101268 - Mir Sayed Ali Yakhsoz Mosque - 101268",6,"#pc > option:nth-child(6)"
"0101269 - Husainia Mosque - 101269",7,"#pc > option:nth-child(7)"
"0101270 - Shahrak High School - 101270",8,"#pc > option:nth-child(8)"
"0101271 - Sejadi Mosque - 101271",9,"#pc > option:nth-child(9)"
"0101272 - Sanayee Mosque - 101272",10,"#pc > option:nth-child(10)"
"0101273 - Mahdawya Mosque - 101273",11,"#pc > option:nth-child(11)"
"0101274 - Imam Zaman Mosque  - 101274",12,"#pc > option:nth-child(12)"
"0101275 - Quran wa Itrat Mosque - 101275",13,"#pc > option:nth-child(13)"
"0101276 - Imam Khumaini Mosque - 101276",14,"#pc > option:nth-child(14)"
"0101277 - Itehad Mosque - 101277",15,"#pc > option:nth-child(15)"
"0101278 - Amirul Momineen Mosque - 101278",16,"#pc > option:nth-child(16)"
"0101279 - Abdul Rahim Shaheed High School - 101279",17,"#pc > option:nth-child(17)"
"0101280 - Imam Zaman Mosque  - 101280",18,"#pc > option:nth-child(18)"
"0101281 - Nawabad Doghabad High School - 101281",19,"#pc > option:nth-child(19)"
"0101282 - Hanifi Mosque - 101282",20,"#pc > option:nth-child(20)"
"0101283 - Itefaq Mosque - 101283",21,"#pc > option:nth-child(21)"
"0101284 - Shahrak e Safa Boys High School  - 101284",22,"#pc > option:nth-child(22)"
"0101285 - Babul Hawaej Mosque - 101285",23,"#pc > option:nth-child(23)"
"0101286 - Qahraman e Karbala Mosque - 101286",24,"#pc > option:nth-child(24)"
"0101287 - Baqeetullah Mosque - 101287",25,"#pc > option:nth-child(25)"
"0101288 - Imam Mohammad Taqi Mosque - 101288",26,"#pc > option:nth-child(26)"
"0101289 - Marefat High School - 101289",27,"#pc > option:nth-child(27)"
"0101290 - Malik e Ushtur Mosque - 101290",28,"#pc > option:nth-child(28)"
"0101291 - Qamar Bani Hashim Mosque - 101291",29,"#pc > option:nth-child(29)"
"0101292 - Sayed ul Shuhada High School - 101292",30,"#pc > option:nth-child(30)"
"0101293 - Imam Hadi Mosque - 101293",31,"#pc > option:nth-child(31)"
"0101294 - Shahrak Mohammadia Secondary School - 101294",32,"#pc > option:nth-child(32)"
"0101295 - Humayoon Shaheed High School - 101295",33,"#pc > option:nth-child(33)"
"0101296 - Qazi High School - 101296",34,"#pc > option:nth-child(34)"
"0101297 - Qambar Bin e Hashim Mosque - 101297",35,"#pc > option:nth-child(35)"
"0101300 - Agha Saheb Mosque - 101300",1,"#pc > option:nth-child(1)"
"0101301 - Sayed Karim Secondary School - 101301",2,"#pc > option:nth-child(2)"
"0101302 - Abdul Ahmad Jawed High School - 101302",1,"#pc > option:nth-child(1)"
"0101303 - Hazrat Hamza Mosque - 101303",2,"#pc > option:nth-child(2)"
"0101304 - Shiekh Zahid High School - 101304",3,"#pc > option:nth-child(3)"
"0101305 - Aqsa Mosque - 101305",4,"#pc > option:nth-child(4)"
"0101306 - Purozha e Khurasan Mosque - 101306",5,"#pc > option:nth-child(5)"
"0101307 - Shah e Awlya Mosque - 101307",6,"#pc > option:nth-child(6)"
"0101308 - Umme Zafar Jame Mosque - 101308",7,"#pc > option:nth-child(7)"
"0101309 - Punj Sad Family Shuhada Mosque - 101309",8,"#pc > option:nth-child(8)"
"0101310 - Mohammad Anwar Bismil High School - 101310",9,"#pc > option:nth-child(9)"
"0101311 - Bibi Fatimatul Zahra Taleemul Quran Madrassah - 101311",10,"#pc > option:nth-child(10)"
"0101312 - Hazrat Yousuf Mosque - 101312",11,"#pc > option:nth-child(11)"
"0101313 - Hazrat Nouh Mosque - 101313",12,"#pc > option:nth-child(12)"
"0101314 - Mohammad Faqir Ferozi High School - 101314",13,"#pc > option:nth-child(13)"
"0101315 - Bibi Sarah High School - 101315",14,"#pc > option:nth-child(14)"
"0101316 - Sarwar e Kainat Mosque - 101316",15,"#pc > option:nth-child(15)"
"0101317 - Hazrat Khedar Mosque - 101317",16,"#pc > option:nth-child(16)"
"0101318 - Saad Ibne Waqas Mosque - 101318",17,"#pc > option:nth-child(17)"
"0101319 - Hazrat Khairul Bashar Mosque - 101319",18,"#pc > option:nth-child(18)"
"0101320 - Reyasat Itfaya (Firefighting Directorate) - 101320",19,"#pc > option:nth-child(19)"
"0101321 - Khwaja Bughra Secondary School No.2 - 101321",20,"#pc > option:nth-child(20)"
"0101322 - Khatimul Anbya Jame Mosque - 101322",21,"#pc > option:nth-child(21)"
"0101323 - Khwaja Mohiuddin Chushti Mosque - 101323",22,"#pc > option:nth-child(22)"
"0101324 - Zaid Bin Sabit Mosque - 101324",23,"#pc > option:nth-child(23)"
"0101325 - Khwaja Bughra Jame Mosque - 101325",24,"#pc > option:nth-child(24)"
"0101326 - Qutaibia Mosque - 101326",25,"#pc > option:nth-child(25)"
"0101327 - Mohammad Haneefa Ghazi Mosque - 101327",26,"#pc > option:nth-child(26)"
"0101328 - Hazrat Omer Farouq Mosque - 101328",27,"#pc > option:nth-child(27)"
"0101329 - Parwareshgah (Orphanage)Fareshtah e Nejat - 101329",28,"#pc > option:nth-child(28)"
"0101330 - Aal e Mohammad Mosque - 101330",29,"#pc > option:nth-child(29)"
"0101331 - Imam Tahawi Mosque - 101331",30,"#pc > option:nth-child(30)"
"0101332 - Shaheedan Secondary School - 101332",1,"#pc > option:nth-child(1)"
"0101333 - Usman Ghani Mosque - 101333",2,"#pc > option:nth-child(2)"
"0101334 - Deh Khudidad Girls High School - 101334",3,"#pc > option:nth-child(3)"
"0101335 - Shahrak e Khurasan High School - 101335",4,"#pc > option:nth-child(4)"
"0101336 - Qalla e Ahmad Khan Boys High School - 101336",5,"#pc > option:nth-child(5)"
"0101337 - Alokhil Secondary School - 101337",6,"#pc > option:nth-child(6)"
"0101338 - Ghafoor Ahmadi High School - 101338",7,"#pc > option:nth-child(7)"
"0101339 - Hazrat Bilal Mosque - 101339",8,"#pc > option:nth-child(8)"
"0101340 - Abu Ayub Ansari Mosque - 101340",9,"#pc > option:nth-child(9)"
"0101341 - Hazrat Bilal Mosque - 101341",10,"#pc > option:nth-child(10)"
"0101342 - Abu Obaidah Mosque - 101342",11,"#pc > option:nth-child(11)"
"0101343 - Qalla e Zaman Khan Secondary School - 101343",12,"#pc > option:nth-child(12)"
"0101344 - Nazo Ana Secondary School - 101344",13,"#pc > option:nth-child(13)"
"0101345 - Lamia Shaheed High School - 101345",14,"#pc > option:nth-child(14)"
"0101346 - Nahia no. 16 Building - 101346",15,"#pc > option:nth-child(15)"
"0101347 - Nawabad Newly established Primary School - 101347",1,"#pc > option:nth-child(1)"
"0101348 - Qari Nek Mohammad High School - 101348",2,"#pc > option:nth-child(2)"
"0101349 - Azadi High School - 101349",3,"#pc > option:nth-child(3)"
"0101350 - Shahrak Zakereen High School - 101350",4,"#pc > option:nth-child(4)"
"0101351 - Markaz Nahia 17 (Nahia 17 Center) - 101351",5,"#pc > option:nth-child(5)"
"0101352 - Pamir Girls High School - 101352",6,"#pc > option:nth-child(6)"
"0101353 - Shahrak e Telayee High School - 101353",7,"#pc > option:nth-child(7)"
"0101354 - AbuBakar Sedique Jame Mosque - 101354",8,"#pc > option:nth-child(8)"
"0101355 - Shahrak Wahdat Girls High School - 101355",9,"#pc > option:nth-child(9)"
"0101356 - Burhanuddin Rabani High School - 101356",10,"#pc > option:nth-child(10)"
"0101357 - Hazrat Ali Jame Mosque - 101357",11,"#pc > option:nth-child(11)"
"0101358 - Wazeer Gul Mosque - 101358",1,"#pc > option:nth-child(1)"
"0101359 - Nawabad Primary School - 101359",2,"#pc > option:nth-child(2)"
"0101360 - Mohammad Jan Khan High School - 101360",3,"#pc > option:nth-child(3)"
"0101361 - Shahrak Mohamadia  High School - 101361",4,"#pc > option:nth-child(4)"
"0101362 - Sulh High School - 101362",1,"#pc > option:nth-child(1)"
"0101363 - Pul e Charkhi High School - 101363",2,"#pc > option:nth-child(2)"
"0101364 - Haji Zafran Secondary School - 101364",1,"#pc > option:nth-child(1)"
"0101365 - Haji Sardar Mosque - 101365",2,"#pc > option:nth-child(2)"
"0101366 - Sahreef Qul Baho Mosque - 101366",3,"#pc > option:nth-child(3)"
"0101367 - Hamza Mosque - 101367",4,"#pc > option:nth-child(4)"
"0101368 - Speen Ghar Secondary School - 101368",5,"#pc > option:nth-child(5)"
"0101369 - Shareef Gul Sayeed Khan Mosque - 101369",6,"#pc > option:nth-child(6)"
"0101370 - 75 Beds Hospital - 101370",7,"#pc > option:nth-child(7)"
"0101371 - Ahmad Jan Mosque - 101371",8,"#pc > option:nth-child(8)"
"0101372 - Kochian Religious Madrassah - 101372",9,"#pc > option:nth-child(9)"
"0101373 - Haji Satar Khan Shah Mohammad Khil Mosque - 101373",10,"#pc > option:nth-child(10)"
"0101374 - Janat Gul Primary School No. 1 - 101374",11,"#pc > option:nth-child(11)"
"0101375 - Senator Haji  Janat Gul School - 101375",12,"#pc > option:nth-child(12)"
"0101559 - دفتر ناحیه - 101559",1,"#pc > option:nth-child(1)"
"0201001 - Boys High School - 201001",1,"#pc > option:nth-child(1)"
"0201002 - Zaraat Jame Mosque - 201002",2,"#pc > option:nth-child(2)"
"0201003 - Allah Mohammad Shokhi (Kochi) High School - 201003",3,"#pc > option:nth-child(3)"
"0201004 - Zakozai Mosque - 201004",4,"#pc > option:nth-child(4)"
"0201005 - Late Sayed Mir Jan Mosque - 201005",5,"#pc > option:nth-child(5)"
"0201006 - Khal Mohammad High School - 201006",6,"#pc > option:nth-child(6)"
"0201007 - Regrawan Girls School - 201007",7,"#pc > option:nth-child(7)"
"0201008 - Girls High School - 201008",8,"#pc > option:nth-child(8)"
"0201009 - Qalla e Safid Mosque - 201009",9,"#pc > option:nth-child(9)"
"0201010 - Ali Khil Girls School - 201010",10,"#pc > option:nth-child(10)"
"0201011 - Qari Mir Usman Shaheed Girls High School - 201011",11,"#pc > option:nth-child(11)"
"0201012 - Hazrat Masab High School - 201012",12,"#pc > option:nth-child(12)"
"0201013 - Qazi Khil Girls High School - 201013",13,"#pc > option:nth-child(13)"
"0201014 - Mahmoud Raqi Boys High School - 201014",14,"#pc > option:nth-child(14)"
"0201015 - Mahmoud Raqi Girls High School - 201015",15,"#pc > option:nth-child(15)"
"0201016 - Malik Gee Khil Mosque - 201016",16,"#pc > option:nth-child(16)"
"0202017 - Alhaj Ghulam Sakhi Girls Secondary School - 202017",1,"#pc > option:nth-child(1)"
"0202018 - Haji Mohammad Hakim Shaheed Secondary School - 202018",2,"#pc > option:nth-child(2)"
"0202019 - Jalaluddin Shaheed Primary School - 202019",3,"#pc > option:nth-child(3)"
"0202020 - Mohammad Anwar Shaheed Primary School - 202020",4,"#pc > option:nth-child(4)"
"0202021 - Faiz Mohammad Shaheed Primary School - 202021",5,"#pc > option:nth-child(5)"
"0202022 - Kham Robah Mosque - 202022",6,"#pc > option:nth-child(6)"
"0202023 - Enayatullah Primary School - 202023",7,"#pc > option:nth-child(7)"
"0202024 - Mohammad Tahir Shaheed School - 202024",8,"#pc > option:nth-child(8)"
