"ps_code","post_audit_status","candidate_code","votes"
"0106543-03","Validated","101_1_13",108
"0107431-01","Recounted","100_1_1",38
"0107431-01","Recounted","101_1_13",309
"0107431-02","Recounted","100_1_1",43
"0107431-02","Recounted","101_1_13",500
"0107431-03","Validated","100_1_1",22
"0107431-03","Validated","101_1_13",72
"0107431-04","Recounted","100_1_1",44
"0107431-04","Recounted","101_1_13",467
"0107432-01","Recounted","100_1_1",15
"0107432-01","Recounted","101_1_13",31
"0107432-02","Recounted","100_1_1",3
"0107432-02","Recounted","101_1_13",33
"0107432-03","Invalidated","100_1_1",0
"0107432-03","Invalidated","101_1_13",0
"0107432-04","Validated","100_1_1",1
"0107432-04","Validated","101_1_13",2
"0107433-01","Validated","100_1_1",18
"0107433-01","Validated","101_1_13",250
"0107433-02","Validated","100_1_1",29
"0107433-02","Validated","101_1_13",237
"0107433-03","Recounted","100_1_1",34
"0107433-03","Recounted","101_1_13",366
"0107433-04","Validated","100_1_1",2
"0107433-04","Validated","101_1_13",52
"0107433-05","Validated","100_1_1",2
"0107433-05","Validated","101_1_13",15
"0107433-06","Validated","100_1_1",0
"0107433-06","Validated","101_1_13",5
"0107434-01","Recounted","100_1_1",25
"0107434-01","Recounted","101_1_13",551
"0107434-02","Validated","100_1_1",8
"0107434-02","Validated","101_1_13",297
"0107434-03","Recounted","100_1_1",7
"0107434-03","Recounted","101_1_13",91
"0107435-01","Recounted","100_1_1",59
"0107435-01","Recounted","101_1_13",388
"0107435-02","Validated","100_1_1",1
"0107435-02","Validated","101_1_13",41
"0107435-03","Invalidated","100_1_1",0
"0107435-03","Invalidated","101_1_13",0
"0107436-01","Recounted","100_1_1",15
"0107436-01","Recounted","101_1_13",128
"0107436-02","Validated","100_1_1",15
"0107436-02","Validated","101_1_13",111
"0107436-03","Validated","100_1_1",2
"0107436-03","Validated","101_1_13",9
"0107437-01","Recounted","100_1_1",24
"0107437-01","Recounted","101_1_13",249
"0107437-02","Recounted","100_1_1",23
"0107437-02","Recounted","101_1_13",413
"0107437-03","Invalidated","100_1_1",4
"0107437-03","Invalidated","101_1_13",15
"0107438-01","Validated","100_1_1",11
"0107438-01","Validated","101_1_13",236
"0107438-02","Validated","100_1_1",17
"0107438-02","Validated","101_1_13",206
"0107438-03","Invalidated","100_1_1",0
"0107438-03","Invalidated","101_1_13",0
"0108333-01","Validated","100_1_1",167
"0108333-01","Validated","101_1_13",13
"0108333-02","Validated","100_1_1",132
"0108333-02","Validated","101_1_13",9
"0108333-03","Validated","100_1_1",133
"0108333-03","Validated","101_1_13",5
"0108333-04","Validated","100_1_1",65
"0108333-04","Validated","101_1_13",4
"0108333-05","Validated","100_1_1",56
"0108333-05","Validated","101_1_13",9
"0108334-01","Validated","100_1_1",208
"0108334-01","Validated","101_1_13",11
"0108334-02","Validated","100_1_1",194
"0108334-02","Validated","101_1_13",6
"0108334-03","Recounted","100_1_1",101
"0108334-03","Recounted","101_1_13",9
"0108335-01","Validated","100_1_1",87
"0108335-01","Validated","101_1_13",182
"0108335-02","Validated","100_1_1",9
"0108335-02","Validated","101_1_13",17
"0108336-01","Validated","100_1_1",291
"0108336-01","Validated","101_1_13",11
"0108336-02","Validated","100_1_1",307
"0108336-02","Validated","101_1_13",8
"0108336-03","Validated","100_1_1",142
"0108336-03","Validated","101_1_13",41
"0108336-04","Validated","100_1_1",47
"0108336-04","Validated","101_1_13",12
"0108337-01","Recounted","100_1_1",555
"0108337-01","Recounted","101_1_13",30
"0108337-02","Recounted","100_1_1",362
"0108337-02","Recounted","101_1_13",28
"0108337-03","Validated","100_1_1",244
"0108337-03","Validated","101_1_13",5
"0108337-04","Validated","100_1_1",196
"0108337-04","Validated","101_1_13",4
"0108338-01","Recounted","100_1_1",233
"0108338-01","Recounted","101_1_13",61
"0108338-02","Recounted","100_1_1",112
"0108338-02","Recounted","101_1_13",34
"0108338-03","Validated","100_1_1",72
"0108338-03","Validated","101_1_13",6
"0108339-01","Recounted","100_1_1",289
"0108339-01","Recounted","101_1_13",29
"0108339-02","Recounted","100_1_1",362
"0108339-02","Recounted","101_1_13",31
"0108339-03","Recounted","100_1_1",309
"0108339-03","Recounted","101_1_13",26
"0108339-04","Recounted","100_1_1",41
"0108339-04","Recounted","101_1_13",4
"0108340-01","Recounted","100_1_1",367
"0108340-01","Recounted","101_1_13",23
"0108340-02","Recounted","100_1_1",498
"0108340-02","Recounted","101_1_13",34
"0108340-03","Validated","100_1_1",179
"0108340-03","Validated","101_1_13",16
"0108340-04","Validated","100_1_1",150
"0108340-04","Validated","101_1_13",4
"0108341-01","Recounted","100_1_1",404
"0108341-01","Recounted","101_1_13",40
"0108341-02","Recounted","100_1_1",505
"0108341-02","Recounted","101_1_13",37
"0108341-03","Validated","100_1_1",154
"0108341-03","Validated","101_1_13",16
"0108341-04","Validated","100_1_1",133
"0108341-04","Validated","101_1_13",53
"0108342-01","Recounted","100_1_1",290
"0108342-01","Recounted","101_1_13",7
"0108342-02","Validated","100_1_1",274
"0108342-02","Validated","101_1_13",12
"0108342-03","Validated","100_1_1",371
"0108342-03","Validated","101_1_13",6
"0108342-04","Validated","100_1_1",106
"0108342-04","Validated","101_1_13",9
"0108342-05","Validated","100_1_1",100
"0108342-05","Validated","101_1_13",10
"0108343-01","Validated","100_1_1",64
"0108343-01","Validated","101_1_13",15
"0108343-02","Validated","100_1_1",27
"0108343-02","Validated","101_1_13",4
"0108343-03","Validated","100_1_1",44
"0108343-03","Validated","101_1_13",6
"0108344-01","Validated","100_1_1",107
"0108344-01","Validated","101_1_13",11
"0108344-02","Validated","100_1_1",112
"0108344-02","Validated","101_1_13",21
"0108344-03","Validated","100_1_1",74
"0108344-03","Validated","101_1_13",9
"0109439-01","Validated","100_1_1",10
"0109439-01","Validated","101_1_13",40
"0109439-02","Validated","100_1_1",36
"0109439-02","Validated","101_1_13",165
"0109439-03","Recounted","100_1_1",17
"0109439-03","Recounted","101_1_13",367
"0109440-01","Recounted","100_1_1",20
"0109440-01","Recounted","101_1_13",455
"0109440-02","Recounted","100_1_1",12
"0109440-02","Recounted","101_1_13",444
"0109440-03","Recounted","100_1_1",10
"0109440-03","Recounted","101_1_13",314
"0109441-01","Recounted","100_1_1",34
"0109441-01","Recounted","101_1_13",388
"0109441-02","Recounted","100_1_1",22
"0109441-02","Recounted","101_1_13",344
"0109442-01","Recounted","100_1_1",86
"0109442-01","Recounted","101_1_13",381
"0109442-02","Recounted","100_1_1",54
"0109442-02","Recounted","101_1_13",458
"0109442-03","Recounted","100_1_1",84
"0109442-03","Recounted","101_1_13",364
"0109443-01","Validated","100_1_1",87
"0109443-01","Validated","101_1_13",272
"0109443-02","Validated","100_1_1",6
"0109443-02","Validated","101_1_13",497
"0109444-01","Validated","100_1_1",227
"0109444-01","Validated","101_1_13",90
"0109444-02","Recounted","100_1_1",276
"0109444-02","Recounted","101_1_13",19
"0109444-03","Recounted","100_1_1",171
"0109444-03","Recounted","101_1_13",5
"0109445-01","Recounted","100_1_1",12
"0109445-01","Recounted","101_1_13",427
"0109445-02","Recounted","100_1_1",34
"0109445-02","Recounted","101_1_13",414
"0109445-03","Invalidated","100_1_1",5
"0109445-03","Invalidated","101_1_13",496
"0109445-04","Recounted","100_1_1",33
"0109445-04","Recounted","101_1_13",193
"0109446-01","Recounted","100_1_1",56
"0109446-01","Recounted","101_1_13",422
"0109446-02","Validated","100_1_1",68
"0109446-02","Validated","101_1_13",524
"0109447-01","Validated","100_1_1",290
"0109447-01","Validated","101_1_13",291
"0109447-02","Validated","100_1_1",302
"0109447-02","Validated","101_1_13",290
"0109447-03","Validated","100_1_1",274
"0109447-03","Validated","101_1_13",316
"0110352-01","Recounted","100_1_1",418
"0110352-01","Recounted","101_1_13",35
"0110352-02","Recounted","100_1_1",443
"0110352-02","Recounted","101_1_13",31
"0110352-03","Recounted","100_1_1",339
"0110352-03","Recounted","101_1_13",24
"0110352-04","Recounted","100_1_1",388
"0110352-04","Recounted","101_1_13",35
"0110352-05","Validated","100_1_1",346
"0110352-05","Validated","101_1_13",4
"0110352-06","Recounted","100_1_1",281
"0110352-06","Recounted","101_1_13",9
"0110353-01","Validated","100_1_1",273
"0110353-01","Validated","101_1_13",49
"0110353-02","Validated","100_1_1",252
"0110353-02","Validated","101_1_13",32
"0110353-03","Validated","100_1_1",232
"0110353-03","Validated","101_1_13",16
"0110354-01","Validated","100_1_1",263
"0110354-01","Validated","101_1_13",16
"0110354-02","Validated","100_1_1",174
"0110354-02","Validated","101_1_13",7
"0110354-03","Validated","100_1_1",97
"0110354-03","Validated","101_1_13",1
"0110354-04","Validated","100_1_1",109
"0110354-04","Validated","101_1_13",3
"0110355-01","Validated","100_1_1",131
"0110355-01","Validated","101_1_13",45
"0110355-02","Validated","100_1_1",157
"0110355-02","Validated","101_1_13",67
"0110355-03","Recounted","100_1_1",74
"0110355-03","Recounted","101_1_13",42
"0110355-04","Recounted","100_1_1",50
"0110355-04","Recounted","101_1_13",16
"0110356-01","Validated","100_1_1",247
"0110356-01","Validated","101_1_13",71
"0110356-02","Validated","100_1_1",240
"0110356-02","Validated","101_1_13",65
"0110356-03","Validated","100_1_1",201
"0110356-03","Validated","101_1_13",5
"0110357-01","Validated","100_1_1",61
"0110357-01","Validated","101_1_13",74
"0110357-02","Validated","100_1_1",49
"0110357-02","Validated","101_1_13",66
"0110357-03","Validated","100_1_1",83
"0110357-03","Validated","101_1_13",117
"0110357-04","Validated","100_1_1",33
"0110357-04","Validated","101_1_13",12
"0110358-01","Recounted","100_1_1",246
"0110358-01","Recounted","101_1_13",10
"0110358-02","Validated","100_1_1",67
"0110358-02","Validated","101_1_13",7
"0110544-01","Validated","100_1_1",100
"0110544-01","Validated","101_1_13",18
"0110544-02","Validated","100_1_1",82
"0110544-02","Validated","101_1_13",20
"0110544-03","Validated","100_1_1",50
"0110544-03","Validated","101_1_13",1
"0111381-01","Validated","100_1_1",13
"0111381-01","Validated","101_1_13",118
"0111381-02","Validated","100_1_1",33
"0111381-02","Validated","101_1_13",121
"0111381-03","Validated","100_1_1",22
"0111381-03","Validated","101_1_13",126
"0111381-04","Validated","100_1_1",22
"0111381-04","Validated","101_1_13",2
"0111381-05","Recounted","100_1_1",18
"0111381-05","Recounted","101_1_13",4
"0111382-01","Validated","100_1_1",71
"0111382-01","Validated","101_1_13",26
"0111382-02","Validated","100_1_1",26
"0111382-02","Validated","101_1_13",16
"0111382-03","Validated","100_1_1",29
"0111382-03","Validated","101_1_13",15
"0111382-04","Validated","100_1_1",78
"0111382-04","Validated","101_1_13",5
"0111383-01","Recounted","100_1_1",372
"0111383-01","Recounted","101_1_13",47
"0111383-02","Validated","100_1_1",174
"0111383-02","Validated","101_1_13",19
"0111383-03","Recounted","100_1_1",155
"0111383-03","Recounted","101_1_13",15
"0111383-04","Validated","100_1_1",129
"0111383-04","Validated","101_1_13",6
"0111383-05","Validated","100_1_1",220
"0111383-05","Validated","101_1_13",10
"0111384-01","Validated","100_1_1",134
"0111384-01","Validated","101_1_13",25
"0111384-02","Validated","100_1_1",172
"0111384-02","Validated","101_1_13",23
"0111384-03","Validated","100_1_1",111
"0111384-03","Validated","101_1_13",18
"0111384-04","Validated","100_1_1",106
"0111384-04","Validated","101_1_13",8
"0111384-05","Validated","100_1_1",81
"0111384-05","Validated","101_1_13",11
"0111385-01","Validated","100_1_1",71
"0111385-01","Validated","101_1_13",26
"0111385-02","Validated","100_1_1",54
"0111385-02","Validated","101_1_13",16
"0111385-03","Validated","100_1_1",44
"0111385-03","Validated","101_1_13",31
"0111385-04","Validated","100_1_1",87
"0111385-04","Validated","101_1_13",8
"0111545-01","Validated","100_1_1",21
"0111545-01","Validated","101_1_13",119
"0111545-02","Recounted","100_1_1",39
"0111545-02","Recounted","101_1_13",94
"0111545-03","Validated","100_1_1",17
"0111545-03","Validated","101_1_13",48
"0112345-01","Validated","100_1_1",157
"0112345-01","Validated","101_1_13",89
"0112345-02","Validated","100_1_1",112
"0112345-02","Validated","101_1_13",55
"0112345-03","Validated","100_1_1",152
"0112345-03","Validated","101_1_13",31
"0112345-04","Validated","100_1_1",138
"0112345-04","Validated","101_1_13",33
"0112345-05","Validated","100_1_1",99
"0112345-05","Validated","101_1_13",16
"0112346-01","Validated","100_1_1",39
"0112346-01","Validated","101_1_13",84
"0112346-02","Validated","100_1_1",34
"0112346-02","Validated","101_1_13",64
"0112346-03","Validated","100_1_1",54
"0112346-03","Validated","101_1_13",133
"0112346-04","Validated","100_1_1",121
"0112346-04","Validated","101_1_13",119
"0112347-01","Validated","100_1_1",75
"0112347-01","Validated","101_1_13",201
"0112347-02","Validated","100_1_1",106
"0112347-02","Validated","101_1_13",116
"0112347-03","Validated","100_1_1",56
"0112347-03","Validated","101_1_13",107
"0112347-04","Validated","100_1_1",76
"0112347-04","Validated","101_1_13",93
"0112348-01","Validated","100_1_1",46
"0112348-01","Validated","101_1_13",182
"0112348-02","Validated","100_1_1",26
"0112348-02","Validated","101_1_13",144
"0112349-01","Validated","100_1_1",37
"0112349-01","Validated","101_1_13",190
"0112349-02","Validated","100_1_1",34
"0112349-02","Validated","101_1_13",218
"0112349-03","Validated","100_1_1",21
"0112349-03","Validated","101_1_13",110
"0112349-04","Validated","100_1_1",10
"0112349-04","Validated","101_1_13",108
"0112350-01","Recounted","100_1_1",365
"0112350-01","Recounted","101_1_13",96
"0112350-02","Validated","100_1_1",143
"0112350-02","Validated","101_1_13",26
"0112351-01","Validated","100_1_1",77
"0112351-01","Validated","101_1_13",233
"0112351-02","Validated","100_1_1",32
"0112351-02","Validated","101_1_13",208
"0112351-03","Validated","100_1_1",27
"0112351-03","Validated","101_1_13",72
"0112546-01","Validated","100_1_1",41
"0112546-01","Validated","101_1_13",106
"0112546-02","Validated","100_1_1",37
"0112546-02","Validated","101_1_13",111
"0112546-03","Validated","100_1_1",35
"0112546-03","Validated","101_1_13",64
"0113374-01","Recounted","100_1_1",234
"0113374-01","Recounted","101_1_13",17
"0113374-02","Validated","100_1_1",172
"0113374-02","Validated","101_1_13",18
"0113374-03","Validated","100_1_1",59
"0113374-03","Validated","101_1_13",8
"0113375-01","Recounted","100_1_1",215
"0113375-01","Recounted","101_1_13",13
"0113375-02","Validated","100_1_1",175
"0113375-02","Validated","101_1_13",15
"0113375-03","Validated","100_1_1",330
"0113375-03","Validated","101_1_13",8
"0113376-01","Recounted","100_1_1",447
"0113376-01","Recounted","101_1_13",109
"0113376-02","Validated","100_1_1",323
"0113376-02","Validated","101_1_13",100
"0113376-03","Validated","100_1_1",111
"0113376-03","Validated","101_1_13",28
"0113376-04","Validated","100_1_1",83
"0113376-04","Validated","101_1_13",28
"0113377-01","Validated","100_1_1",175
"0113377-01","Validated","101_1_13",50
"0113377-02","Validated","100_1_1",127
"0113377-02","Validated","101_1_13",61
"0113377-03","Validated","100_1_1",39
"0113377-03","Validated","101_1_13",19
"0113377-04","Recounted","100_1_1",35
"0113377-04","Recounted","101_1_13",24
"0113378-01","Recounted","100_1_1",374
"0113378-01","Recounted","101_1_13",21
"0113378-02","Validated","100_1_1",119
"0113378-02","Validated","101_1_13",6
"0113379-01","Recounted","100_1_1",410
"0113379-01","Recounted","101_1_13",36
"0113379-02","Validated","100_1_1",184
"0113379-02","Validated","101_1_13",4
"0113380-01","Recounted","100_1_1",350
"0113380-01","Recounted","101_1_13",35
"0113380-02","Validated","100_1_1",211
"0113380-02","Validated","101_1_13",33
"0113380-03","Recounted","100_1_1",160
"0113380-03","Recounted","101_1_13",22
"0113380-04","Validated","100_1_1",156
"0113380-04","Validated","101_1_13",14
"0113380-05","Validated","100_1_1",48
"0113380-05","Validated","101_1_13",6
"0113380-06","Validated","100_1_1",27
"0113380-06","Validated","101_1_13",4
"0113380-07","Validated","100_1_1",17
"0113380-07","Validated","101_1_13",4
"0114359-01","Validated","100_1_1",38
"0114359-01","Validated","101_1_13",122
"0114359-02","Validated","100_1_1",12
"0114359-02","Validated","101_1_13",52
"0114359-03","Validated","100_1_1",30
"0114359-03","Validated","101_1_13",70
"0114359-04","Validated","100_1_1",18
"0114359-04","Validated","101_1_13",37
"0114360-01","Validated","100_1_1",56
"0114360-01","Validated","101_1_13",266
"0114360-02","Validated","100_1_1",60
"0114360-02","Validated","101_1_13",237
"0114360-03","Validated","100_1_1",36
"0114360-03","Validated","101_1_13",118
"0114360-04","Validated","100_1_1",16
"0114360-04","Validated","101_1_13",99
"0114360-05","Validated","100_1_1",56
"0114360-05","Validated","101_1_13",197
"0114360-06","Validated","100_1_1",37
"0114360-06","Validated","101_1_13",178
"0114360-07","Validated","100_1_1",20
"0114360-07","Validated","101_1_13",185
"0114361-01","Validated","100_1_1",284
"0114361-01","Validated","101_1_13",41
